id	bank8k	prg_offset	file_offset	capacity	display_limit	original_hex	original_text	translation	ui_width	ui_lines	wrapped_preview	encoded_length
D0891	05	0A389	0A399	21		86 9B AE AD 85 AE AB A8 81 93 81 B0 92 FF 85 83 B0 92 86 92 09	きぶんがわるいといって かえってきています	Мама вернулась домой.Ей плохо.	26	4	Мама вернулась домой.Ей | плохо.	30
D0892	05	0A39F	0A3AF	24		84 93 82 8A 9E 85 AE FF 0B AC 89 AA 8B 8F 94 AD 92 FF 9D AD 93 82 0A 85	おとうさまが ビルをころしたなんて ほんとうですか	Правда отец убил Билла?	26	4	Правда отец убил Билла?	23
D0893	05	0A3B8	0A3C8	15		99 B0 86 A7 93 A2 98 AC 81 AB A9 A8 85 8F 0A	はっきりとものをいわれるかたです	Говорит прямо что думает.	26	4	Говорит прямо что думает.	25
D0894	05	0A3CA	0A3DA	30		86 85 AE A5 AB 81 88 93 AE FF A3 8A 8B 81 FF 8B B2 8B AE AD 0A BF 81 9E 85 81 8B B1 95 09	きがよわいけど やさしい しゅじんです。いまかいしゃにいます	Муж слабый,но добрый.Сейчас на работе.	26	4	Муж слабый,но | добрый.Сейчас на работе.	38
D0895	05	0A3EB	0A3FB	26		CB AE F1 D7 F0 D3 98 84 93 82 8A 9E 93 99 FF 80 9E A7 FF 84 99 94 8B 8B 92 08	ジャネットのおとうさまとは あまり おはなししてません	С отцом Джанет почти не говорила.	26	4	С отцом Джанет почти не | говорила.	33
D0896	05	0A408	0A418	10		84 93 94 8B 8E 82 94 9A 93 0A	おとなしそうなひとです	Тихий человек.	26	4	Тихий человек.	14
D0897	05	0A415	0A425	16		0B 98 88 B0 89 AD 8B 86 81 A6 81 FF 80 B0 92 08	ビルのけっこんしきいらい あってません	Не виделись со свадьбы Билла.	26	4	Не виделись со свадьбы | Билла.	29
D0898	05	0A428	0A438	21		84 8B AE 8A 9E 99 FF EA DA AE EC CC AE 88 98 8B B2 8B AE 81 0A	おじさまは ロビヲズけのしゅじいです	Дядя семейный врач Роббинсов.	26	4	Дядя семейный врач | Роббинсов.	29
D0899	05	0A440	0A450	46		CA C1 E2 EC 8D AD 8D 81 98 93 89 AA 95 FF B7 97 AD 9E 83 85 A6 81 A8 FF 85 AD 89 AE 9B 0A BF 8B A7 80 81 98 A0 8C A1 8A AD 8F AE 8E 82 0A	サイモヲせんせいのところに 3ねんまえからいる かんごふです。しりあいのむすめさんだそうです	Сьюзи медсестра у Саймона уже 3 года.Дочь его знакомых.	26	4	Сьюзи медсестра у Саймона | уже 3 года.Дочь его | знакомых.	55
D0900	05	0A471	0A481	40		07 85 AE 90 81 8A 81 89 AA 85 A6 FF 80 98 81 83 95 09 BF EA DA AE EC CC AE 88 98 89 93 99 FF 94 AD 92 AE A2 8B B0 92 09	わたしがちいさいころから あのいえにいます。ロビヲズけのことは なんでもしっています	Памела у нас с моего детства.Знает семью Роббинсов лучше всех.	26	4	Памела у нас с моего | детства.Знает семью | Роббинсов лучше всех.	62
D0901	05	0A49C	0A4AC	39		80 95 98 9A 8B B3 0A BF F6 D9 C2 E7 EC D3 EC BF C5 E9 F0 CB AE F7 98 90 85 87 98 C0 D9 AF FC D3 95 FF 8C AD 92 AE 09	あにのひしょです。「ハウリヲトヲ。カレッジ」のちかくのアパートに すんでいます	Секретарь брата.Живёт у Хаулингтон Колледж.	26	4	Секретарь брата.Живёт у | Хаулингтон Колледж.	43
D0902	05	0A4C4	0A4D4	10		80 98 9A 93 85 AE 80 95 AC FE	あのひとがあにを？	Она убила брата?	26	4	Она убила брата?	16
D0903	05	0A4D7	0A4E7	29		90 90 98 A4 82 8B AE AD 0A BF 80 98 9A 93 95 99 FF 86 AC A4 A8 8B 92 81 A8 9F 8F 81 0A	ちちのゆうじんです。あのひとには きをゆるしているみたいです	Друг отца.Кажется отец ему доверяет.	26	4	Друг отца.Кажется отец ему | доверяет.	36
D0904	05	0A4FF	0A50F	10		80 98 9A 99 FF 81 83 95 81 0C	あのひは いえにいました	В тот день была дома.	26	4	В тот день была дома.	21
D0905	05	0A50C	0A51C	15		8B 89 AE 93 98 89 93 99 FF AB 85 A7 08 85 A6	しごとのことは わかりませんから	О работе ничего не знаю.	26	4	О работе ничего не знаю.	24
D0906	05	0A51E	0A52E	26		84 85 80 8A 9E 85 AE 8B B2 8A 81 8B 92 81 A8 FF 9B 8B AE AD 98 80 91 9E A7 0A	おかあさまがしゅさいしている ふじんのあつまりです	Женский клуб моей матери.	26	4	Женский клуб моей матери.	25
D0907	05	0A53B	0A54B	13		9C AE 91 95 0D 07 99 FF 94 95 A2 06 BF	べつに・・・わたしは なにもしりません。	Ничего.Я ничего не знаю.	26	4	Ничего.Я ничего не знаю.	24
D0908	05	0A549	0A559	55		0B 99 FF 85 81 8B B1 98 FF 93 A7 9A 86 8A 86 98 9A 93 98 FF 89 93 AE A2 92 AE FF 0B 85 AE 90 81 8A 81 93 86 95 FF 94 87 94 B0 92 85 A6 FF 90 90 85 AE 9A 86 93 A7 0C	ビルは かいしゃの とりひきさきのひとの こどもで ビルがちいさいときに なくなってから ちちがひきとりました	Билл был сыном партнёра отца.Родители умерли когда он был мал и отец взял его.	26	4	Билл был сыном партнёра | отца.Родители умерли когда | он был мал и отец взял | его.	78
D0909	05	0A581	0A591	16		DE C1 C7 93 FF 88 B0 89 AD 8B 92 FF A5 85 B0 8F	マイクと けっこんして よかった	Я рада что вышла за Майка.	26	4	Я рада что вышла за Майка.	26
D0910	05	0A5A0	0A5B0	34		80 98 A5 A8 FF 8F AE A9 85 85 AE FF 92 AE 92 81 87 84 93 AC 86 86 0C FF B5 B4 8B AE 99 AD 92 AE 8B 8F	あのよる だれかが でていくおとをききました 10じはんでした	В ту ночь слышала как кто-то вышел.Было 10 30.	26	4	В ту ночь слышала как | кто-то вышел.Было 10 30.	46
D0911	05	0A5C5	0A5D5	11		9D 82 FF 88 81 8B AE 8A AD 0A 85	ほう けいじさんですか	О детектив.	26	4	О детектив.	11
D0912	05	0A5D1	0A5E1	5		94 95 A2 06 A5	なにもしりませんよ	Ничего не знаю.	26	4	Ничего не знаю.	15
D0913	05	0A5D7	0A5E7	13		D3 D5 FC BF DD E8 D2 AE C1 EC C7 AE 0A	トニー。ホルデイヲグです	Тони Холдинг.	26	4	Тони Холдинг.	13
D0914	05	0A5E5	0A5F5	5		B9 BC 8A 81 0A	58さいです	58 лет.	26	4	58 лет.	7
D0915	05	0A5EB	0A5FB	17		F6 FB FB C5 EC D9 AF D5 FC F7 98 8B B1 90 B3 82 0A	「HHカヲパニー」のしゃちょうです	Глава HH Компания.	26	4	Глава HH Компания.	18
D0916	05	0A5FD	0A60D	5		BE 85 AE 8F 0A	Oがたです	Группа O.	26	4	Группа O.	9
D0917	05	0A603	0A613	22		91 9E 98 E7 CA FF A0 8C 89 98 DE C1 C7 93 FF A5 A1 98 C8 C1 D3 0A	つまのリサ むすこのマイクと よめのケイトです	Жена Лиза сын Майк и невестка Кейт.	26	4	Жена Лиза сын Майк и | невестка Кейт.	35
D0918	05	0A61A	0A62A	27		DB AE E6 EC D2 AE FC AC 98 9F 94 85 AE A6 FF C7 E6 F0 CB F0 C7 AC 86 87 89 93 0A	ブラヲデーをのみながら クラッシックをきくことです	Люблю бренди и классику.	26	4	Люблю бренди и классику.	24
D0919	05	0A636	0A646	16		C7 E8 FC CA AE FC 98 A1 AD 86 B3 AC A2 B0 92 09	クルーザーのめんきょをもっています	Есть права на яхту.	26	4	Есть права на яхту.	19
D0920	05	0A647	0A657	23		C4 D9 C1 C4 98 82 9E A9 0A BF 89 89 95 99 B5 B9 97 AD 95 94 A7 9E 8C	オハイオのうまれです。ここには15ねんになります	Родился в Огайо.Живу тут 15 лет.	26	4	Родился в Огайо.Живу тут | 15 лет.	32
D0921	05	0A65F	0A66F	18		9E 90 98 FF 8B B3 82 89 82 85 81 95 FF 99 81 B0 92 09	まちの しょうこうかいに はいっています	Член торговой палаты.	26	4	Член торговой палаты.	21
D0922	05	0A672	0A682	26		84 86 98 93 AE 87 95 BF AB 85 81 85 AE FF 94 85 94 85 98 A3 A7 92 92 AE 8B 8F	おきのどくに。わかいが なかなかのやりてでした	Соболезную.Молодой,но очень деловой человек.	26	4	Соболезную.Молодой,но | очень деловой человек.	44
D0923	05	0A68F	0A69F	9		84 87 8A AD 99 FF A5 87 06	おくさんは よくしりません	Его жену почти не знаю.	26	4	Его жену почти не знаю.	23
D0924	05	0A69B	0A6AB	35		EA DA AE EC CC AE 8A AD 99 FF A0 85 8B 85 A6 FF 9E 90 95 89 82 88 AD 8A A9 8F FF A7 B0 99 AF 94 85 8F 0A	ロビヲズさんは むかしから まちにこうけんされた りっぱなかたです	Эдвард много сделал для города.Уважаемый человек.	26	4	Эдвард много сделал для | города.Уважаемый человек.	49
D0925	05	0A6C1	0A6D1	45		82 90 98 85 81 8B B1 92 AE FF 99 8F A6 81 92 09 BF FF 0B 98 A5 82 95 FF 8B 89 AE 93 85 AE 92 AE 86 A8 CF C1 DB AF 92 AE 99 80 A7 08 97	うちのかいしゃで はたらいています。 ビルのように しごとができるタイプではありませんね	Фред работает у нас.Но он не такой деловой как Билл.	26	4	Фред работает у нас.Но он | не такой деловой как Билл.	52
D0926	05	0A6F1	0A701	23		A3 8A 8B 81 A5 A1 0A BF 85 94 81 93 A2 FF 82 9E 87 A3 B0 92 9E 8C A5	やさしいよめです。かないとも うまくやってますよ	Добрая невестка.С женой ладит.	26	4	Добрая невестка.С женой | ладит.	30
D0927	05	0A710	0A720	23		80 A9 99 FF 92 AE 8B B1 99 AE A7 92 AE FF 84 8B B1 9C AE A7 94 AD 0A	あれは でしゃばりで おしゃべりなんです	Жена слишком болтлива и вмешивается.	26	4	Жена слишком болтлива и | вмешивается.	36
D0928	05	0A72A	0A73A	23		93 AE 82 A2 A2 82 8C 89 8B FF 8B B0 85 A7 8B 92 9D 8B 81 AD 0A 85 AE	どうももうすこし しっかりしてほしいんですが	Сыну надо быть твёрже.	26	4	Сыну надо быть твёрже.	22
D0929	05	0A744	0A754	12		99 94 8B AC 8B 8F 89 93 99 80 A7 08	はなしをしたことはありません	Не говорил с ним.	26	4	Не говорил с ним.	17
D0930	05	0A757	0A767	8		80 B0 8F 89 93 80 A7 08	あったことありません	Не встречал.	26	4	Не встречал.	12
D0931	05	0A762	0A772	18		82 92 AE 98 81 81 FF 81 8B B1 8F AE 93 81 82 89 93 0A	うでのいい いしゃだということです	Говорят хороший врач.	26	4	Говорят хороший врач.	21
D0932	05	0A777	0A787	40		85 98 8B AE B3 93 0B 87 AD 85 AE FF 8A 85 A7 99 AE 92 AE 81 B0 8B B3 98 93 89 AA AC FF 9F 8F 89 93 85 AE 80 A7 9E 8C A5	かのじょとビルくんが さかりばでいっしょのところを みたことがありますよ	Видел её с Биллом в городе.	26	4	Видел её с Биллом в | городе.	27
D0933	05	0A7A2	0A7B2	19		95 85 AE 92 92 AE 8B 92 97 BF 80 9E A7 99 94 8B 99 8B 08	にがてでしてね。あまりはなしはしません	Не люблю её.Почти не говорю с ней.	26	4	Не люблю её.Почти не | говорю с ней.	34
D0934	05	0A7B8	0A7C8	9		0B 87 AD 98 9A 8B B3 0A BF	ビルくんのひしょです。	Секретарь Билла.	26	4	Секретарь Билла.	16
D0935	05	0A7CD	0A7DD	20		F6 C5 AE CC E6 C1 D3 BF CB C0 CF FC F7 98 C4 FC D4 FC 0A BF	「ガスライト。シアター」のオーナーです。	Владелец Гаслайт Театра.	26	4	Владелец Гаслайт Театра.	24
D0936	05	0A7E4	0A7F4	9		80 B0 8F 89 93 99 80 A7 08	あったことはありません	Не встречал.	26	4	Не встречал.	12
D0937	05	0A7F4	0A804	16		80 98 A5 A8 99 FF 93 AE 89 9C A2 92 AE 92 81 08	あのよるは どこへもでていません	В ту ночь никуда не выходил.	26	4	В ту ночь никуда не | выходил.	28
D0938	05	0A805	0A815	27		80 98 A5 A8 FF 92 AE 85 88 0C BF 80 A8 9A 93 93 80 82 8F A1 0A BF 80 81 92 99 0D	あのよる でかけました。あるひととあうためです。あいては・・・	В ту ночь выходил.Встречался с одним человеком.Это...	26	4	В ту ночь | выходил.Встречался с одним | человеком.Это...	53
D0939	05	0A821	0A831	12		9C AE 91 95 94 AD 92 AE A2 80 A7 08	べつになんでもありません	Ничего особого.	26	4	Ничего особого.	15
D0940	05	0A82E	0A83E	17		90 FF 90 B3 82 9D AE 85 AE FF 93 AE 82 85 8B 0C 85	ち ちょうぼが どうかしましたか	К книга?Что с ней?	26	4	К книга?Что с ней?	18
D0941	05	0A840	0A850	8		8B B1 B0 86 AD 8B 92 08	しゃっきんしてません	У меня нет долгов.	26	4	У меня нет долгов.	18
D0942	05	0A849	0A859	15		8B FF 06 BF FF 85 97 94 AD 92 85 A7 92 81 08	し しりません。 かねなんてかりていません	Не знаю.Я не занимал денег.	26	4	Не знаю.Я не занимал | денег.	27
D0943	05	0A859	0A869	20		AB 85 AE 8B B1 99 FF 88 AD 8B AE 91 94 FF 88 81 83 81 0A A5	わがしゃは けんじつな けいえいですよ	Наша фирма работает надёжно.	26	4	Наша фирма работает | надёжно.	28
D0944	05	0A86E	0A87E	20		86 AE B3 82 8D 86 99 FF 81 81 93 81 B0 92 A8 92 AE 8B B3 82	ぎょうせきは いいといってるでしょう	Я сказал дела идут хорошо.	26	4	Я сказал дела идут хорошо.	26
D0945	05	0A883	0A893	16		8E 98 8B AE 88 AD 99 FF 99 8B AE A1 92 86 86 0C	そのじけんは はじめてききました	Впервые слышу об этом.	26	4	Впервые слышу об этом.	22
D0946	05	0A896	0A8A6	8		94 AD 0A 85 FF 8E A9 99	なんですか それは	Что это?	26	4	Что это?	8
D0947	05	0A8A5	0A8B5	57		07 99 FF A5 82 8B 92 AE 8B 92 97 BF FB FB C5 EC D9 AF D5 FC 99 FF 85 94 81 98 90 90 84 A3 98 FF 85 81 8B B1 94 AD 0A A5 BF 91 9E 95 A2 FF 86 87 AE AA 82 85 AE 80 A8 AD 0A	わたしは ようしでしてね。HHカヲパニーは かないのちちおやの かいしゃなんですよ。つまにも きぐろうがあるんです	Я приёмный сын HH.Компания принадлежала отцу жены.У жены много забот.	26	4	Я приёмный сын HH.Компания | принадлежала отцу жены.У | жены много забот.	69
D0948	05	0A8E1	0A8F1	19		87 AA 98 DA AE FC BF C3 E0 0A FF BB CB E7 FC CC AE 0A A5	くろのビー。エムです 7シリーズですよ	Езжу на чёрном БМВ 7.	26	4	Езжу на чёрном БМВ 7.	21
D0949	05	0A8FB	0A90B	45		0B 87 AD 99 FF 8B AE B3 8D 81 85 AD 88 81 85 AE FF 99 92 AE 92 AE 8B 92 97 BF FF 89 98 8B AE 88 AD A2 FF 85 AD 88 81 80 A8 93 84 A2 09	ビルくんは じょせいかんけいが はででしてね。 このじけんも かんけいあるとおもいます	Билл любил женщин.Думаю это связано с убийством.	26	4	Билл любил женщин.Думаю | это связано с убийством.	48
D0950	05	0A92B	0A93B	7		94 AD 92 AE 8B B3 82	なんでしょう	Что такое?	26	4	Что такое?	10
D0951	05	0A933	0A943	12		AB 8F 87 8B FF 94 95 A2 8B 92 08 AB	わたくし なにもしてませんわ	Я ничего не делала.	26	4	Я ничего не делала.	19
D0952	05	0A940	0A950	13		E7 CA BF DD E8 D2 AE C1 EC C7 AE 0A AB	リサ。ホルデイヲグですわ	Лиза Холдинг.	26	4	Лиза Холдинг.	13
