id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
1068	1068	8F71	C	8F71	91	controlled	YES		0	4	EE0C,EE13,EE0C,EE13	F2,F2,F2,F2	F2 0C EE 15 2F 00 88 1F 0C 1A 06 2A 3F 15 2E 0B 27 60 8F 93 00 01 1D 36 00 2E 4B 27 00 2C 0B 08 23 2E 41 15 29 4B 3F F2 13 EE 62 F2 0C EE 23 07 00 90 76 94 78 02 0B 27 60 05 76 1B 2E 42 32 17 74 2C 0B 07 0E 03 2A 0F 60 47 16 93 75 0A 17 00 16 2F 0F 2F 0B 3F F2 13 EE 62 FF	[F2:$EE0C]あっ ちょっと まちなされ。あんたら\n[F1:$02]けいじさん かね？ んだら わたすもんがあるだ。[F2:$EE13]\n[F1:$0A][FE][F9][F2:$EE0C]もし けいさつの ひとが きたら\n[F1:$02]この にんぎょうを わたしてくれと\n[F1:$02]じいさんは そう いっとった。[F2:$EE13]\n[F1:$0A][FE][F9]	おばば「[F0:$81]あっ ちょっと まちなされ。あんたら\n[F1:$02]けいじさん かね？ んだら わたすもんがあるだ。[F0:$82]\n[F1:$0A][FE][F9]おばば「[F0:$81]もし けいさつの ひとが きたら\n[F1:$02]この にんぎょうを わたしてくれと\n[F1:$02]じいさんは そう いっとった。[F0:$82]\n[F1:$0A][FE][F9]
1069	1069	8FCC	C	8FCC	59	controlled	YES		0	1	DADB	F2	65 05 2A 75 E3 1B 59 59 1B 2E 42 32 17 00 6C 70 4E 23 60 22 76 07 0B 73 1E 20 1E 15 0F 78 7E 68 3F 60 1F 29 4E 00 7F 0E 16 29 86 1A 72 62 65 06 0E 00 16 02 6B 01 3F F2 DB DA FF	シュン「これは ニポポにんぎょう ですね。でも\n[F1:$02]めの したに のみのあとが あります。\n[F1:$02]まるで ないているような……。\n[F1:$0A][FE][F9]シュン「さて いきましょうか。[F2:$DADB]	シュン「これは ニポポにんぎょう ですね。でも\n[F1:$02]めの したに のみのあとが あります。\n[F1:$02]まるで ないているような……。\n[F1:$0A][FE][F9]シュン「さて いきましょうか。\n[F1:$0A][FE][F9][F5:$11,$03]
1070	1070	9007	C	9007	30	plain	YES		0	0			65 20 0E 76 0F 19 28 00 19 50 15 93 78 52 0D 4B 2E 1E 60 26 05 73 08 2C 2F 0E 16 68 3F FF	シュン「みての とおり おばあさんが ぶつだんの\n[F1:$02]よこに すわっています。	シュン「みての とおり おばあさんが ぶつだんの\n[F1:$02]よこに すわっています。
1071	1071	9025	C	9025	33	controlled	YES		0	2	EE0C,EE13	F2,F2	F2 0C EE 1F 15 00 19 0C 30 4E 23 00 1E 2E 4E 60 25 2F 03 28 07 0E 00 16 02 1A 06 2A 3F F2 13 EE FF	[F2:$EE0C]まあ おちゃでも のんで\n[F1:$02]ゆっくりして いきなされ。[F2:$EE13]	おばば「[F0:$81]まあ おちゃでも のんで\n[F1:$02]ゆっくりして いきなされ。[F0:$82]
1072	1072	9046	C	9046	94	controlled	YES		0	4	EE0C,EE13,EE0C,EE13	F2,F2,F2,F2	F2 0C EE D1 07 31 17 01 2E 14 4F 00 1F 18 4B 2F 0B 01 60 0F 07 41 16 23 1A 03 00 26 4D 28 73 4E 0E 1A 3F 60 0A 2A 2F 02 28 47 30 3F F2 13 EE 62 F2 0C EE 4F 2A 00 2C 07 23 00 0D 20 14 2B 54 07 00 07 0E 03 29 01 1A 60 0F 77 86 00 7D 27 2E 05 0F 00 25 17 0F 2F 0B 1E 17 72 F2 13 EE FF	[F2:$EE0C][GLYPH:$D1]しゅうかんほど まえだったか\n[F1:$02]としがいもなく よづりに でてな。\n[F1:$02]それっきりじゃ。[F2:$EE13]\n[F1:$0A][FE][F9][F2:$EE0C]どれ わしも つみほろぼし してくるかな\n[F1:$02]とか よう わからんこと ゆうとったのう……。[F2:$EE13]	おばば「[F0:$81][GLYPH:$D1]しゅうかんほど まえだったか\n[F1:$02]としがいもなく よづりに でてな。\n[F1:$02]それっきりじゃ。[F0:$82]\n[F1:$0A][FE][F9]おばば「[F0:$81]どれ わしも つみほろぼし してくるかな\n[F1:$02]とか よう わからんこと ゆうとったのう……。[F0:$82]
1073	1073	90A4	C	90A4	102	plain	YES		0	0			65 17 33 2E 3F 04 2F 02 32 03 00 15 76 A2 1B 60 01 16 0E 15 2F 0B 00 0F 19 28 00 A9 39 02 08 04 10 60 1A 03 1A 2F 0E 16 0B 00 2C 04 6C 70 62 65 19 50 15 93 76 97 7A 47 06 0D 1E 60 86 1B 23 00 7C 18 68 41 72 62 65 24 2A 24 2A 3F 1F 2F 0B 03 00 05 76 47 04 2E 1B 10 60 7D 27 7F 05 0F 78 19 19 08 42 68 3F FF	シュン「うーん。けっきょく あの てちょうに\n[F1:$02]かいてあった とおり おくむら・きすけは\n[F1:$02]なくなっていた わけですね。\n[F1:$0A][FE][F9]シュン「おばあさんの はなしでは じさつの\n[F1:$02]ようにも おもえますが……。\n[F1:$0A][FE][F9]シュン「やれやれ。まったく この じけんには\n[F1:$02]わからないことが おおすぎます。	シュン「うーん。けっきょく あの てちょうに\n[F1:$02]かいてあった とおり おくむら・きすけは\n[F1:$02]なくなっていた わけですね。\n[F1:$0A][FE][F9]シュン「おばあさんの はなしでは じさつの\n[F1:$02]ようにも おもえますが……。\n[F1:$0A][FE][F9]シュン「やれやれ。まったく この じけんには\n[F1:$02]わからないことが おおすぎます。
1074	1074	910A	C	910A	30	plain	YES		0	0			65 01 1A 28 76 19 0F 07 26 28 6C 78 4F 17 24 27 60 A9 39 02 08 04 76 0D 1F 76 86 6C 3F FF	シュン「かなりの おとしよりですが どうやら\n[F1:$02]おくむら・きすけの つまの ようです。	シュン「かなりの おとしよりですが どうやら\n[F1:$02]おくむら・きすけの つまの ようです。
1075	1075	9128	C	9128	15	plain	YES		0	0			65 01 1A 28 00 E2 54 04 0E 29 00 85 6C 70 FF	シュン「かなり ボケてる みたいですね。	シュン「かなり ボケてる みたいですね。
1076	1076	9137	C	9137	39	plain	YES		0	0			65 19 47 16 93 76 99 78 01 46 27 2A 0E 60 16 68 3F 05 2A 78 A9 39 02 08 04 72 60 0F 08 29 0F 00 08 4E 73 A9 10 72 FF	シュン「おじいさんの しゃしんが かざられて\n[F1:$02]います。これが おくむら・きすけ……。\n[F1:$02]とすると すでに おくむらは……。	シュン「おじいさんの しゃしんが かざられて\n[F1:$02]います。これが おくむら・きすけ……。\n[F1:$02]とすると すでに おくむらは……。
1077	1077	915E	C	915E	32	plain	YES		0	0			65 07 2E 4B 00 A9 76 16 10 16 27 07 02 23 1E 41 60 7E 68 41 3E 53 0D 73 05 2A 0F 16 2F 0E 3F FF	シュン「しんだ おくむらの いはいらしきものが\n[F1:$02]ありますが、べつに これといって。	シュン「しんだ おくむらの いはいらしきものが\n[F1:$02]ありますが、べつに これといって。
1078	1078	917E	C	917E	27	plain	YES		0	0			65 94 76 16 18 4E 00 23 1E 74 0F 2F 0B 27 60 4F 2B 54 33 47 30 00 7F 6C 01 3F FF	シュン「ひとの いえで ものを とったら\n[F1:$02]どろぼーじゃ ないですか。	シュン「ひとの いえで ものを とったら\n[F1:$02]どろぼーじゃ ないですか。
1079	1079	9199	C	9199	58	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 50 50 3A 4F 2F 01 4E 00 20 0B 86 1A 72 60 2C 07 30 00 0F 07 4B 01 27 00 23 1E 2C 08 2A 41 60 11 4F 33 0E 1E 17 00 01 2E 53 2E 07 0E 00 0D 01 06 2A 3F F2 DB DA FF	[F2:$E94F]おばば「どっかで みたような……。\n[F1:$02]わしゃ としだから ものわすれが\n[F1:$02]ひどーてのう かんべんして つかされ。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばば「どっかで みたような……。\n[F1:$02]わしゃ としだから ものわすれが\n[F1:$02]ひどーてのう かんべんして つかされ。\n[F1:$0A][FE][F9][F5:$11,$03]
1080	1080	91D3	C	91D3	14	plain	YES		0	0			65 05 76 16 18 1B 75 9D 75 7F 86 6C 3F FF	シュン「この いえには でんわは ないようです。	シュン「この いえには でんわは ないようです。
1081	1081	91E1	C	91E1	56	plain	YES		0	0			65 C0 76 C8 78 16 0C 54 17 4E 02 29 60 0E 2E 54 17 4B 16 6C 3F 16 2A 16 11 78 7E 68 3F 62 65 54 03 76 0A 50 1B 75 06 2E 59 2D 07 0E 16 29 87 60 94 0B 0C 23 16 68 3F FF	シュン「もんべつの まちが いちぼうできる\n[F1:$02]てんぼうだいです。いれいひが あります。\n[F1:$0A][FE][F9]シュン「ぼくの そばには さんぽをしているらしい\n[F1:$02]ひとたちもいます。	シュン「もんべつの まちが いちぼうできる\n[F1:$02]てんぼうだいです。いれいひが あります。\n[F1:$0A][FE][F9]シュン「ぼくの そばには さんぽをしているらしい\n[F1:$02]ひとたちもいます。
1082	1082	9219	C	9219	35	plain	YES		0	0			65 1A 29 14 4F 00 05 05 01 27 4B 0F 00 C0 1E 60 C8 23 00 C9 76 17 20 23 60 16 0C 54 17 76 23 0F 6C 3F FF	シュン「なるほど ここからだと もんべつの\n[F1:$02]まちも オホーツクの うみも\n[F1:$02]いちぼうの もとです。	シュン「なるほど ここからだと もんべつの\n[F1:$02]まちも オホーツクの うみも\n[F1:$02]いちぼうの もとです。
1083	1083	923C	C	923C	21	plain	YES		0	0			65 7A 0C 01 03 73 16 29 00 94 0B 0C 1B 60 02 16 0E 02 68 3F FF	シュン「では ちかくに いる ひとたちに\n[F1:$02]きいてきます。	シュン「では ちかくに いる ひとたちに\n[F1:$02]きいてきます。
1084	1084	9251	C	9251	69	plain	YES		0	0			65 07 32 17 2C 00 D2 D4 1D 2E 3E C0 19 02 4E 60 16 2F 09 02 76 42 32 09 2E 78 07 48 20 3E 62 65 0A 1E 0F 02 00 05 1E 24 1F 73 54 11 74 0B 0E 0B 1E 41 60 05 76 16 2A 16 11 76 49 2E 07 2E 00 4B 0A 17 6C 3F FF	シュン「しょうわ [GLYPH:$D2][GLYPH:$D4]ねん、もんべつおきで\n[F1:$02]いっせきの ぎょせんが しずみ、\n[F1:$0A][FE][F9]シュン「そのとき このやまに ぼひを たてたのが\n[F1:$02]この いれいひの ぜんしん だそうです。	シュン「しょうわ [GLYPH:$D2][GLYPH:$D4]ねん、もんべつおきで\n[F1:$02]いっせきの ぎょせんが しずみ、\n[F1:$0A][FE][F9]シュン「そのとき このやまに ぼひを たてたのが\n[F1:$02]この いれいひの ぜんしん だそうです。
1085	1085	9296	C	9296	21	plain	YES		0	0			65 89 0E 41 01 28 73 1A 29 86 1A 00 97 10 60 02 04 6A 6D 3F FF	シュン「とくに てがかりに なるような はなしは\n[F1:$02]きけませんでした。	シュン「とくに てがかりに なるような はなしは\n[F1:$02]きけませんでした。
1086	1086	92AB	C	92AB	70	plain	YES		0	0			65 0B 16 07 0B 00 97 75 02 04 6A 6D 41 60 D2 D0 06 16 00 43 27 16 76 01 2C 16 16 8E 76 94 0F 62 65 D5 D0 06 16 00 43 27 16 1E 4B 2E 09 16 1E 12 0B 28 4D 2A 41 60 0A 1A 18 0E 16 03 1E 74 20 0B 94 78 16 69 3F FF	シュン「たいした はなしは きけませんでしたが\n[F1:$02][GLYPH:$D2][GLYPH:$D0]さい ぐらいの かわいいおんなの ひとと\n[F1:$0A][FE][F9]シュン「[GLYPH:$D5][GLYPH:$D0]さい ぐらいのだんせいのふたりづれが\n[F1:$02]そなえていくのを みたひとが いました。	シュン「たいした はなしは きけませんでしたが\n[F1:$02][GLYPH:$D2][GLYPH:$D0]さい ぐらいの かわいいおんなの ひとと\n[F1:$0A][FE][F9]シュン「[GLYPH:$D5][GLYPH:$D0]さい ぐらいのだんせいのふたりづれが\n[F1:$02]そなえていくのを みたひとが いました。
1087	1087	92F1	C	92F1	33	plain	YES		0	0			65 94 74 06 41 08 1E 6C 71 60 08 05 07 00 10 1A 2A 0B 60 0F 05 2B 73 1A 2E 1B 2E 77 16 68 41 3F FF	シュン「ひとを さがすのですか？\n[F1:$02]すこし はなれた\n[F1:$02]ところに なんにんか いますが。	シュン「ひとを さがすのですか？\n[F1:$02]すこし はなれた\n[F1:$02]ところに なんにんか いますが。
1088	1088	9312	C	9312	43	plain	YES		0	0			65 17 20 4E 00 1A 03 1A 2F 0B 00 94 0B 0C 1E 60 16 2A 16 11 6C 3F 62 65 10 1A 0B 50 78 12 0B 0D 00 0A 1A 18 27 2A 0E 16 68 3F FF	シュン「うみで なくなった ひとたちの\n[F1:$02]いれいひです。\n[F1:$0A][FE][F9]シュン「はなたばが ふたつ そなえられています。	シュン「うみで なくなった ひとたちの\n[F1:$02]いれいひです。\n[F1:$0A][FE][F9]シュン「はなたばが ふたつ そなえられています。
1089	1089	933D	C	933D	93	plain	YES		0	0			65 17 20 4E 00 1A 03 1A 2F 0B 00 94 0B 0C 1E 60 16 2A 16 11 6C 3F 62 65 15 00 16 1F 00 7C 16 4B 07 0B 2E 6C 41 60 1F 18 73 05 05 1B 15 2F 0B 00 10 1A 0B 50 72 62 65 15 2A 00 11 32 2F 0F 07 0B 27 00 AB 93 0F 60 A7 00 19 24 05 78 0A 1A 18 0E 60 16 2F 0B 1E 01 23 00 07 2A 6A 70 FF	シュン「うみで なくなった ひとたちの\n[F1:$02]いれいひです。\n[F1:$0A][FE][F9]シュン「あ いま おもいだしたんですが\n[F1:$02]まえに ここにあった はなたば……。\n[F1:$0A][FE][F9]シュン「あれ ひょっとしたら まきこさんと\n[F1:$02]ゲンさん おやこが そなえて\n[F1:$02]いったのかも しれませんね。	シュン「うみで なくなった ひとたちの\n[F1:$02]いれいひです。\n[F1:$0A][FE][F9]シュン「あ いま おもいだしたんですが\n[F1:$02]まえに ここにあった はなたば……。\n[F1:$0A][FE][F9]シュン「あれ ひょっとしたら まきこさんと\n[F1:$02]ゲンさん おやこが そなえて\n[F1:$02]いったのかも しれませんね。
1090	1090	939A	C	939A	21	plain	YES		0	0			65 C9 76 17 20 73 02 18 0B 60 94 0B 0C 76 16 2A 16 11 6C 72 FF	シュン「オホーツクの うみに きえた\n[F1:$02]ひとたちの いれいひです……。	シュン「オホーツクの うみに きえた\n[F1:$02]ひとたちの いれいひです……。
1091	1091	93AF	C	93AF	39	plain	YES		0	0			65 0A 2E 1A 72 10 1A 0B 50 74 0A 1A 18 0B 00 94 1E 60 02 23 0C 74 12 20 1B 47 29 00 86 1A 60 05 0F 75 4E 02 6A 3F FF	シュン「そんな……。はなたばを そなえた ひとの\n[F1:$02]きもちを ふみにじる ような\n[F1:$02]ことは できません。	シュン「そんな……。はなたばを そなえた ひとの\n[F1:$02]きもちを ふみにじる ような\n[F1:$02]ことは できません。
1092	1092	93D6	C	93D6	20	plain	YES		1	0			65 7A 0A 1E 13 2E 73 16 29 94 0B 0C 1B 60 B3 0E 02 68 3F FF	シュン「では そのへんに いるひとたちに\n[F1:$02]みせてきます。	シュン「では そのへんに いるひとたちに\n[F1:$02]みせてきます。
1093	1093	93EA	C	93EA	34	controlled	YES		0	1	93D6	F2	F2 D6 93 62 65 23 2F 0E 16 29 00 99 74 B3 0E 00 20 69 41 60 1A 2E 76 10 2E 1E 17 23 00 7E 6A 6D 3F FF	[F2:$93D6]\n[F1:$0A][FE][F9]シュン「もっている しゃしんを みせて みましたが\n[F1:$02]なんの はんのうも ありませんでした。	シュン「では そのへんに いるひとたちに\n[F1:$02]みせてきます。\n[F1:$0A][FE][F9]シュン「もっている しゃしんを みせて みましたが\n[F1:$02]なんの はんのうも ありませんでした。
1094	1094	940C	C	940C	31	plain	YES		0	0			65 08 05 07 00 06 02 73 05 17 07 31 17 9D 41 60 7E 68 3F 00 15 0A 05 4E 00 01 04 6B 3F 62 FF	シュン「すこし さきに こうしゅうでんわが\n[F1:$02]あります。 あそこで かけましょう。\n[F1:$0A][FE][F9]	シュン「すこし さきに こうしゅうでんわが\n[F1:$02]あります。 あそこで かけましょう。\n[F1:$0A][FE][F9]
1095	1095	942B	C	942B	27	plain	YES		0	0			65 C0 76 20 1A 0F 00 6C 3F 60 05 17 2C 2E 00 01 2E 28 47 21 07 32 78 7E 68 3F FF	シュン「もんべつの みなと です。\n[F1:$02]こうわん かんりじむしょが あります。	シュン「もんべつの みなと です。\n[F1:$02]こうわん かんりじむしょが あります。
1096	1096	9446	C	9446	16	plain	YES		0	0			65 01 2E 28 47 21 07 32 76 0A 0F 73 4E 69 3F FF	シュン「かんりじむしょの そとに でました。	シュン「かんりじむしょの そとに でました。
1097	1097	9456	C	9456	12	plain	YES		0	0			65 20 0E 76 0F 19 28 00 6C 41 72 FF	シュン「みての とおり ですが……。	シュン「みての とおり ですが……。
1098	1098	9462	C	9462	32	controlled	YES		0	2	EDE4,EDEC	F2,F2	F2 E4 ED 19 17 00 0A 05 76 1B 16 0C 30 2E 60 84 74 47 2B 47 2B 00 20 0E 29 2E 4B 3F F2 EC ED FF	[F2:$EDE4]おう そこの にいちゃん\n[F1:$02]なにを じろじろ みてるんだ。[F2:$EDEC]	せんいん「[F0:$81]おう そこの にいちゃん\n[F1:$02]なにを じろじろ みてるんだ。[F0:$82]
1099	1099	9482	C	9482	21	controlled	YES		0	2	EDE4,EDEC	F2,F2	F2 E4 ED 2C 2A 00 1A 2E 77 86 78 15 29 2E 01 16 3F F2 EC ED FF	[F2:$EDE4]われ なんか ようが あるんかい。[F2:$EDEC]	せんいん「[F0:$81]われ なんか ようが あるんかい。[F0:$82]
1100	1100	9497	C	9497	47	controlled	YES		0	2	EDE4,EDEC	F8,F2,F2	65 88 08 16 6A 00 90 1E 60 23 1E 6C 41 72 02 02 0B 16 05 0F 41 72 F8 F2 E4 ED 1A 2E 4B 26 3F 19 27 15 00 84 23 07 27 1D 18 49 3F F2 EC ED FF	シュン「ちょっと すいません けいさつの\n[F1:$02]ものですが……。ききたいことが……。\n[F2:$EDE4]なんだよ。おらあ なにもしらねえぜ。[F2:$EDEC]	シュン「ちょっと すいません けいさつの\n[F1:$02]ものですが……。ききたいことが……。\nせんいん「[F0:$81]なんだよ。おらあ なにもしらねえぜ。[F0:$82]
1101	1101	94C6	C	94C6	85	controlled	YES		0	4	EDE4,EDEC,EDE4,EDEC	F2,F2,F2,F2	F2 E4 ED 19 17 00 AD 39 47 2E 45 2B 17 2F 0E 00 16 2F 0E 60 21 01 07 75 05 1E 13 2E 16 0C 76 28 32 17 07 4B 2F 0B 3F F2 EC ED 62 F2 E4 ED 0A 2A 78 4F 17 07 0E 01 60 94 2D 15 24 22 0E 07 1F 2F 0E 1A 3F 60 16 1F 47 30 00 82 73 16 29 1E 24 27 72 F2 EC ED FF	[F2:$EDE4]おう うらた・じんごろうって いって\n[F1:$02]むかしは このへんいちの りょうしだった。[F2:$EDEC]\n[F1:$0A][FE][F9][F2:$EDE4]それが どうしてか\n[F1:$02]ひとをあやめてしまってな。\n[F1:$02]いまじゃ どこに いるのやら……。[F2:$EDEC]	せんいん「[F0:$81]おう うらた・じんごろうって いって\n[F1:$02]むかしは このへんいちの りょうしだった。[F0:$82]\n[F1:$0A][FE][F9]せんいん「[F0:$81]それが どうしてか\n[F1:$02]ひとをあやめてしまってな。\n[F1:$02]いまじゃ どこに いるのやら……。[F0:$82]
1102	1102	951B	C	951B	75	controlled	YES		0	4	EDE4,EDEC,EDE4,EDEC	F2,F2,F2,F2	F2 E4 ED 13 18 3F 15 2E 0B 27 00 AD 76 47 2F 0C 30 2E 1B 60 15 2F 0B 2E 01 3F 81 00 B8 C2 1B 60 16 29 0F 10 1D 18 72 F2 EC ED 62 F2 E4 ED 1A 2E 4B 3F 15 2E 0B 27 76 14 17 41 60 03 2C 07 16 2E 47 30 00 1D 18 01 3F F2 EC ED FF	[F2:$EDE4]へえ。あんたら うらたの じっちゃんに\n[F1:$02]あったんか。まだ あばしりけいむしょに\n[F1:$02]いるとはねえ……。[F2:$EDEC]\n[F1:$0A][FE][F9][F2:$EDE4]なんだ。あんたらの ほうが\n[F1:$02]くわしいんじゃ ねえか。[F2:$EDEC]	せんいん「[F0:$81]へえ。あんたら うらたの じっちゃんに\n[F1:$02]あったんか。まだ あばしりけいむしょに\n[F1:$02]いるとはねえ……。[F0:$82]\n[F1:$0A][FE][F9]せんいん「[F0:$81]なんだ。あんたらの ほうが\n[F1:$02]くわしいんじゃ ねえか。[F0:$82]
1103	1103	9566	C	9566	26	controlled	YES		0	2	EDE4,EDEC	F2,F2	F2 E4 ED 15 2E 0B 27 1E 14 17 78 03 2C 07 16 1E 0F 0C 41 17 01 3F F2 EC ED FF	[F2:$EDE4]あんたらのほうが くわしいのとちがうか。[F2:$EDEC]	せんいん「[F0:$81]あんたらのほうが くわしいのとちがうか。[F0:$82]
1104	1104	9580	C	9580	55	controlled	YES		0	2	EDE4,EDEC	F2,F2	F2 E4 ED 0A 17 16 24 00 47 2F 0C 30 2E 75 21 01 07 01 27 60 05 4F 23 48 02 4E 3E 19 27 23 00 48 16 52 2E 60 01 2C 16 41 2F 0E 00 23 27 2F 0B 23 2E 4B 3F F2 EC ED FF	[F2:$EDE4]そういや じっちゃんは むかしから\n[F1:$02]こどもずきで、おらも ずいぶん\n[F1:$02]かわいがって もらったもんだ。[F2:$EDEC]	せんいん「[F0:$81]そういや じっちゃんは むかしから\n[F1:$02]こどもずきで、おらも ずいぶん\n[F1:$02]かわいがって もらったもんだ。[F0:$82]
1105	1105	95B7	C	95B7	13	plain	YES		0	0			65 05 1E 8C 76 28 32 17 07 00 6C 3F FF	シュン「このあたりの りょうし です。	シュン「このあたりの りょうし です。
1106	1106	95C4	C	95C4	28	plain	YES		0	0			65 28 32 17 73 4E 27 2A 1A 01 2F 0B 00 0B 22 01 60 16 27 16 27 07 0E 00 16 68 3F FF	シュン「りょうに でられなかった ためか\n[F1:$02]いらいらして います。	シュン「りょうに でられなかった ためか\n[F1:$02]いらいらして います。
1107	1107	95E0	C	95E0	13	plain	YES		0	0			65 05 1E 00 8C 1B 75 16 7F 86 6C 3F FF	シュン「この あたりには いないようです。	シュン「この あたりには いないようです。
1108	1108	95ED	C	95ED	43	plain	YES		0	0			65 D1 D5 E4 22 33 0F 29 43 27 16 76 42 32 09 2E 4E 3E 60 01 1A 28 00 19 02 1F 4E 00 28 32 17 1B 16 03 12 1D 60 4B 0A 17 6C 3F FF	シュン「[GLYPH:$D1][GLYPH:$D5]メートルぐらいの ぎょせんで、\n[F1:$02]かなり おきまで りょうにいくふね\n[F1:$02]だそうです。	シュン「[GLYPH:$D1][GLYPH:$D5]メートルぐらいの ぎょせんで、\n[F1:$02]かなり おきまで りょうにいくふね\n[F1:$02]だそうです。
1109	1109	9618	C	9618	22	plain	YES		0	0			65 1A 2E 4F 00 07 27 53 0E 20 0E 23 60 8A 0F 05 2B 10 7E 6A 3F FF	シュン「なんど しらべてみても\n[F1:$02]かわったところはありません。	シュン「なんど しらべてみても\n[F1:$02]かわったところはありません。
1110	1110	962E	C	962E	22	plain	YES		0	0			65 12 0D 17 76 0B 0E 23 1E 4E 00 89 8A 60 0F 05 2B 75 7E 6A 3F FF	シュン「ふつうの たてもので とくに かわった\n[F1:$02]ところは ありません。	シュン「ふつうの たてもので とくに かわった\n[F1:$02]ところは ありません。
